7.29604165968,6.48258158058
7.35551295704,6.49812018352
7.26735092182,6.45420320844
7.31898212423,6.44142315263
7.23855077834,6.49892952543
7.2850245607,6.46486873381
7.35083545809,6.54364184371
7.36547099663,6.46445007253
7.28248899999,6.48414886324
7.26475217114,6.51895837982
6.81924462981,3.11622607475
6.72046799419,3.27086490142
6.69038367363,3.01313422617
6.79844358943,3.28917927502
6.88904695438,3.01883956481
6.74091667458,3.33782335525
6.75658417543,3.35064873018
6.69664529852,3.1651614319
6.90209668127,3.11913791756
6.85140912846,3.22473139024
