 763.2843094729, 442.5577114768
 761.0704018758, 448.2266105203
 762.1774766066, 447.4498119841
 762.1354360589, 451.5210975853
 763.3678390060, 444.0936911704
 762.2479121498, 445.4298343452
 754.0981736386, 448.6284450672
 765.3120389024, 445.5801685018
 759.4805031614, 445.1203213722
 760.1848486864, 444.8395397190
 763.0047561184, 448.7084112187
 758.6343728822, 445.3982354777
 758.7417933902, 444.7766925673
 761.0908240777, 447.8514753285
 759.0955387669, 450.0407151751
 757.4592659707, 449.5898630173
 758.9328187758, 446.3949748123
 761.0504021526, 449.7944648628
 761.4630217047, 443.1586773266
 759.8984517802, 445.7491193391
 760.3760349592, 446.5538595296
 762.0577152976, 443.6990680936
 758.4643986306, 447.5629151874
 760.0755363453, 444.5462515166
 756.7475855836, 444.5695603725
 761.5742960139, 444.4811468363
 760.2554694509, 449.2938745016
 763.7302140917, 449.4130123189
 760.3343137957, 446.3054928616
 756.3734510928, 446.3955609925
 759.6328683100, 450.5677604614
 761.3412994440, 446.1862863354
 758.1682573033, 450.8526203338
 760.3301224477, 447.9657330165
 758.9195142391, 448.7974379248
 755.2610633210, 447.7164540332
 758.9879999298, 447.1995668958
 759.4060996612, 443.6817160853
 757.3550377425, 444.6223771020
 759.1173007487, 453.8850772969
 761.9748078242, 444.0105392724
 759.9436327662, 443.5932468218
 760.5918493405, 444.3786524151
 759.8406684817, 450.4531588851
 761.5771421704, 446.4674037677
 760.5879379137, 445.0852420405
 760.3501357014, 447.1476649867
 757.8043724045, 444.4085644561
 760.3087806647, 448.9431090813
 758.8411252541, 446.5415138039
 759.6417629124, 449.4555900078
 761.6391696004, 441.8990217487
 759.7360491711, 444.5463225502
 759.9556285082, 441.3369243766
 759.6230507970, 441.4411562758
 758.5961095705, 446.4409092241
 759.5719495260, 446.3155351542
 761.6416404300, 447.8538762374
 763.4131488141, 447.3995920516
 758.1225742146, 446.3741400537
 763.9130316519, 443.9617554109
 756.8039029339, 444.5033397252
 758.3515417848, 446.0355461708
 762.5100859562, 446.3655491419
 763.1863885116, 445.9505030496
 757.6144677807, 450.8296069302
 762.9558651300, 447.2117936707
 757.1174763049, 446.2011388932
 759.9454946751, 444.3560246471
 761.8640502379, 443.0272995406
 761.9211775520, 449.1919970170
 756.0335488876, 451.2377123201
 758.4849342352, 445.2099955332
 764.2535896592, 445.3508295699
 757.4393654567, 449.1346413457
 761.5250296352, 443.0159022299
 762.1904546203, 446.4945628170
 761.2699271639, 447.6485454737
 757.3719953086, 449.5667477453
 762.1632421480, 447.2942352765
 757.6462984714, 449.0894943473
 762.0249765425, 446.5506632836
 760.8046297957, 448.7164409843
 762.9183790293, 448.5812039797
 761.5929900069, 444.1162691897
 758.4974250189, 444.2701786316
 760.8432856464, 449.7648035943
 761.8923670538, 446.5230124544
 762.9589808150, 449.2464146632
 763.4302903021, 445.9862743683
 763.1264434831, 447.7162235790
 755.5317088257, 443.8314507904
 758.1263735463, 445.5363947798
 762.4226298249, 451.0054274947
 759.9549318266, 449.8024903508
 759.3799307685, 446.5579191360
 757.1484481543, 449.0098138975
 761.5061390044, 444.0229998744
 761.0483435254, 448.0179383148
 759.2308459454, 447.1525907670
 760.6039826543, 450.2266978438
 760.0939034218, 446.4396896484
 761.6802083555, 446.2277870116
 759.4388295806, 448.9924201674
 760.1759406404, 448.1554475048
 761.3552781677, 444.0682993693
 765.1459033214, 445.3850075888
 760.5448758787, 448.3183845557
 762.0152300708, 448.3607391552
 761.8340551567, 450.4088324930
 760.1917264362, 444.6047152713
 757.4381311126, 442.8738976846
 760.7544147306, 445.3594920155
 757.7993368845, 447.6021082933
 761.2349004858, 449.7140279073
 759.8237188818, 443.5534143131
 762.0757697264, 445.5118076353
 758.1338836620, 449.1031103046
 757.6925421898, 444.1074500647
 760.4160731752, 446.4485337841
 758.0639560187, 450.8253208156
 759.5688856288, 451.0124100657
 764.1744840863, 450.1340143847
 763.3768997566, 446.5841428517
 766.2416973462, 449.1608269141
 760.1926710155, 443.0105442355
 759.1853793770, 446.5429542861
 759.0095075894, 445.4458700606
 759.8341105105, 445.7235813001
 756.9745075324, 449.2015512758
 760.4645263764, 444.6793992656
 757.9508952437, 447.9546834473
 759.7426372925, 445.6394036595
 762.5090685409, 451.4278749379
 757.9094968399, 443.3082989171
 758.9760676724, 448.9538182844
 758.3861394799, 447.0249466808
 759.0811312923, 446.1381138190
 763.2918770664, 448.0806031728
 760.8457379892, 446.9510011460
 759.3696239691, 446.4132492387
 760.4921087227, 442.8867176981
 763.3065374619, 446.4395977548
 766.4825435004, 443.7245394092
 762.9298286376, 449.4356334921
 759.1662725871, 445.2611443096
 761.2472300636, 445.2116387989
 756.2805926369, 449.1942167755
 762.9163830899, 446.4776095078
 753.3769095134, 444.0689127466
 765.4099705895, 449.5007318610
 759.4134782621, 448.8584876767
 758.5815886950, 447.1634177686
 764.8128817907, 447.7133448934
 758.5837022299, 444.5408931343
 759.6942769568, 448.6026284876
 758.8894857339, 442.4131301447
 760.9548182740, 444.0331675932
 759.2396794089, 445.0930823815
 760.7308057430, 447.1399653848
 761.7747059292, 452.5164924132
 759.5624030678, 449.2239998384
 760.0161570395, 443.5949497073
 757.6856273724, 444.3339200173
 764.3689761343, 450.8962649948
 761.6997456936, 449.9578013229
 760.2653396269, 447.4406155191
 760.1775822296, 443.6054268012
 760.3133716279, 447.2519441022
 755.1215999160, 445.6157083636
 759.4363530559, 444.1617055033
 759.8606435933, 448.9824466844
 761.9623511965, 443.9692283163
 760.7926780173, 445.3046253760
 761.5993530230, 449.9574681761
 761.3843620480, 448.5644840133
 761.0089285032, 447.9422246171
 760.6385450495, 448.3923535120
 759.6313399607, 442.4949670793
 763.4843177255, 444.0108885429
 759.7876285205, 448.4257823090
 758.6775732855, 447.3672332751
 757.9926352948, 445.1860225596
 759.4639220038, 443.3224167332
 759.1013684374, 446.3902599440
 759.4948997829, 447.0784371806
 757.2082067212, 444.7035914495
 759.6356928527, 446.0693773618
 762.9559211516, 446.8080547821
 760.3563447341, 451.3844371572
 760.3998611577, 447.7150291975
 762.2264977949, 450.8903128244
 761.6592594709, 444.8106378181
 753.6066603571, 443.8729721551
 758.8242403679, 445.4522180127
 758.0907199015, 447.0782191478
 761.5728189851, 447.4574946032
 758.7267470796, 447.7938935927
 758.9916956558, 450.1919289534
 758.9012733903, 447.4027045293
 576.9515286766, 766.5113490647
 576.1319753612, 766.4933404939
 576.6279102964, 767.2988353431
 576.9640573653, 767.1618984234
 576.3532136960, 767.5258792397
 576.3415066147, 767.1437074572
 576.7124460480, 766.9592435715
