  96.4168305102,  87.8180467084
  95.7177560877,  87.7700791321
  96.4494405417,  87.9576158096
  96.2572983096,  87.9613693457
  96.7865453853,  87.4644556560
  95.8622385107,  87.8265345324
  96.5890985332,  87.4947103965
  96.7517539164,  87.1579480351
  96.3849909261,  87.7657708213
  95.7603990745,  87.7506882345
  96.2798848889,  87.7909664232
  96.3338162792,  87.8875258859
  96.4124553710,  87.7043224293
  96.7302990243,  87.5327435649
  96.2767544815,  87.9992612453
  96.1657384538,  87.7782818692
  96.1557437687,  87.6682625594
  95.8465246945,  87.8074667089
  96.2830011302,  87.9170186929
  96.1783820254,  87.5967258724
  51.0112301752,  96.6206306761
  50.7482411260,  96.2866748773
  50.7735193564,  97.0515474053
  50.8310649825,  96.9453885143
  50.7673328728,  96.8391319379
  50.6530822584,  97.0485693754
  50.4192476319,  96.9176715678
  50.7989784236,  96.9888066167
  50.8894846602,  96.8230036533
  50.7665301355,  96.8460443932
  50.4234832662,  97.0832191883
  50.7128730565,  97.0700904181
  50.7461076507,  96.7958231274
  50.5086553178,  96.7761434438
  50.8445247127,  96.7878870404
  50.8197147790,  97.2149397633
  50.7891038836,  96.6805186423
  50.6706923054,  96.8159698493
  50.7115583746,  96.5988554743
  50.5738867694,  97.3971611202
  83.1101496493,  45.8027735163
  83.0463061137,  45.8397048338
  82.7530957069,  45.1786021641
  82.2068948393,  45.6415361755
  82.4754713441,  46.1621620936
  83.1643508603,  45.8168798098
  82.7229510557,  45.7387378838
  82.7944690647,  45.7209949665
  82.6514503540,  46.3092231910
  83.1690803630,  46.1017703789
  82.6424597601,  45.5052313228
  82.7265377576,  45.7507029184
  82.4636084642,  46.0682709059
  82.7652211177,  45.9202527650
  82.7783528486,  45.4264392900
  83.2308311945,  46.2301828838
  82.7050207403,  45.7074574764
  82.7630543199,  45.8315433916
  82.7701792504,  45.5889453254
  82.5959523746,  46.1696478513
   0.9636620753,  79.5524167009
   0.9871400726,  79.4043487226
   1.0816693885,  79.6813355739
   0.9175233069,  79.5452904455
   0.8460572968,  79.4352037306
   0.7517282456,  79.5219808934
   0.9551007568,  79.5976739900
   1.1164221385,  79.5537720906
   0.9454449713,  79.6427715467
   0.8796546461,  79.7764637788
   0.7608208395,  79.4819905373
   0.8881242991,  79.5028042053
   0.8173306450,  79.5014775179
   1.0158505900,  79.4793139714
   0.9766134950,  79.6854143831
   0.9943290555,  79.5407956841
   1.0121275969,  79.7037438537
   1.0028211780,  79.4836798087
   1.1324097683,  79.4279295390
   1.1597107179,  79.4780619450
  49.5791539683,  50.2512400319
  49.0378295258,  50.4194195651
  50.4417783471,  49.5837069874
  49.6070919768,  50.5909951463
  49.5253253214,  50.8279826753
  50.0630658203,  50.2962510199
  49.6708675516,  50.6643224739
  49.1809798982,  49.8330755429
  49.6458397356,  49.5851006005
  48.9204756556,  50.9353468698
  49.4986056921,  50.0994233809
  49.7116125876,  49.6755703143
  49.9536337645,  50.5992202586
  48.8423396992,  50.2221150830
  49.8064822658,  50.4270316775
